"","state","year","value","total","avg_gdp","perc","region"
"352","Nebraska","1964",421.4,4399.6,421.4,0.0957814346758796,"mid"
"353","Nebraska","1965",590.3,4748.9,590.3,0.124302470045695,"mid"
"354","Nebraska","1966",723.9,5205,723.9,0.139077809798271,"mid"
"355","Nebraska","1967",694.3,5486.5,694.3,0.126546978948328,"mid"
"356","Nebraska","1968",605.3,5822.9,605.3,0.103951639217572,"mid"
"357","Nebraska","1969",805.5,6537.4,805.5,0.123214121822131,"mid"
"358","Nebraska","1970",767.9,6906.6,767.9,0.111183505632294,"mid"
"359","Nebraska","1971",958.5,7660.1,958.5,0.125128914766126,"mid"
"360","Nebraska","1972",1085,8487.2,1085,0.127839570176265,"mid"
"361","Nebraska","1973",1734,9961.3,1734,0.174073665083875,"mid"
"362","Nebraska","1974",1392,10439.7,1392,0.133337164861059,"mid"
"363","Nebraska","1975",1767.5,11874.9,1767.5,0.148843358680915,"mid"
